"Table S5. LC-TOF-MS mass signatures that were significantly altered for at least one aphid feeding time point, P value < 0.05 FDR, fold change < 0.5 or > 2.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Con-early = controls harvested at the beginning of the experiment, Con-late = controls harvested at the end of the experiment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ion mode,m/z,Retention time,Con-early-1,Con-early-2,Con-early-3,Con-early-4,Con-early-5,Con-late-1,Con-late-2,Con-late-3,Con-late-4,Con-late-5,2h-1,2h-2,2h-3,2h-4,2h-5,4h-1,4h-2,4h-3,4h-4,4h-5,8h-1,8h-2,8h-3,8h-4,8h-5,24h-1,24h-2,24h-3,24h-4,24h-5,48h-1,48h-2,48h-3,48h-4,48h-5,96h-1,96h-2,96h-3,96h-4,96h-5
Positive,1297.757542,33.456768,0.952,0.683,1.733,0.866,0.765,0.989,0.684,1.763,0.495,1.070,0.820,0.850,2.360,1.190,1.310,0.546,1.374,2.278,1.159,1.128,3.026,1.985,1.571,1.588,1.893,0.659,1.160,0.429,1.005,1.152,3.022,1.645,1.722,2.775,1.772,1.485,2.341,1.982,0.463,1.411
Positive,1224.434486,38.63678903,0.944,0.996,1.555,0.392,1.113,1.317,1.296,0.721,0.280,1.385,0.330,0.610,1.000,0.800,0.580,0.787,0.909,0.349,1.325,0.318,0.335,1.012,0.696,0.346,1.565,0.417,1.732,1.527,0.411,0.749,0.366,0.347,0.873,0.309,0.347,0.623,0.627,0.450,1.388,0.391
Positive,1195.77136,36.56481531,0.653,1.631,0.982,0.600,1.133,0.851,0.646,1.122,0.667,1.715,2.090,2.120,0.460,0.850,2.030,0.679,1.929,1.487,0.428,1.585,2.310,1.560,2.679,1.907,2.543,0.888,0.348,1.687,1.144,0.428,2.816,2.201,0.862,0.683,0.581,1.470,2.474,2.217,0.473,1.653
Positive,228.0754421,432.6142444,0.890,0.623,0.399,0.653,2.434,0.120,0.008,1.928,2.944,0.000,0.210,1.590,6.150,6.360,3.520,2.169,1.570,20.668,8.672,1.366,2.615,2.205,2.452,2.165,0.733,5.167,0.960,1.116,1.633,3.435,0.000,1.565,4.730,3.336,3.809,0.583,2.006,0.586,0.087,0.265
Positive,1189.318605,366.5921036,0.000,0.000,5.000,0.000,0.000,,,,,,4.110,18.710,0.000,0.690,0.000,0.012,5.926,0.000,0.000,0.000,1.807,0.000,22.511,4.153,75.858,0.000,0.000,0.000,27.253,0.000,8.693,5.329,3.086,12.275,11.743,56.351,0.000,6.977,1.449,0.000
Positive,1189.315452,431.9315649,0.117,0.000,0.188,4.695,0.000,0.000,0.000,5.000,0.000,0.000,1.600,6.710,0.000,1.570,0.000,0.000,2.751,0.000,0.145,0.143,0.000,0.000,0.867,0.799,0.000,1.839,0.000,0.000,2.474,0.037,0.000,0.000,0.000,0.162,8.706,4.981,0.000,0.171,0.156,0.000
Positive,1188.341547,561.0456086,1.493,0.930,1.144,0.662,0.772,0.826,1.247,1.496,1.431,0.000,2.200,0.620,1.110,1.410,1.350,2.196,3.149,1.744,0.921,1.967,2.244,1.497,2.305,1.046,0.406,2.532,1.378,2.027,1.819,2.354,0.000,1.769,0.953,1.547,1.650,5.396,1.121,1.642,4.523,2.122
Positive,1174.343514,432.0129532,0.653,0.456,0.749,3.141,0.000,4.542,0.000,0.000,0.000,0.458,0.620,0.290,0.000,0.000,0.750,2.848,0.000,1.753,2.278,0.000,0.708,0.000,0.000,0.000,0.270,0.188,1.410,0.000,0.000,0.116,0.000,0.428,0.000,0.000,2.339,2.210,3.956,0.000,0.297,2.074
Positive,1156.309533,532.5767197,1.123,0.999,1.487,0.674,0.716,1.118,1.706,1.416,0.760,0.000,1.140,2.290,1.920,1.730,1.110,1.196,1.488,0.804,0.722,1.468,2.724,2.640,2.588,1.134,1.169,1.220,1.043,1.786,1.335,1.867,0.064,2.090,1.251,1.572,2.653,3.060,1.131,1.201,2.228,1.136
Positive,1155.305586,532.4536148,0.964,0.977,1.508,0.813,0.738,1.413,1.731,0.812,0.992,0.052,1.060,1.860,1.050,0.950,1.440,1.501,1.656,1.121,0.907,1.357,2.864,2.280,2.092,1.521,1.217,1.261,0.716,1.552,1.405,1.387,0.232,1.954,1.272,1.486,2.568,2.703,1.486,1.331,2.334,1.117
Positive,226.0704487,346.772878,1.764,0.182,1.162,1.775,0.117,0.996,2.069,0.916,1.018,0.000,1.080,3.310,6.530,5.290,2.980,1.415,0.912,7.371,2.117,1.793,2.042,0.451,1.487,4.789,0.748,2.145,0.497,3.871,2.439,3.411,0.950,1.037,2.799,1.567,4.548,2.686,1.481,3.849,5.143,2.897
Positive,1140.296915,341.2863828,0.672,1.101,1.036,0.834,1.356,1.256,1.118,1.212,1.144,0.269,0.800,0.920,1.030,0.800,1.580,0.763,0.326,0.423,0.343,0.477,0.914,0.788,0.624,0.781,0.583,1.160,0.333,0.920,0.741,1.157,0.067,0.923,0.677,0.607,0.741,0.591,0.906,0.760,0.663,0.931
Positive,226.0707163,388.2669336,1.501,0.414,2.274,0.591,0.220,0.766,1.403,1.643,1.187,0.000,0.760,0.100,5.800,4.590,2.620,0.047,1.741,5.913,1.437,0.431,1.124,0.897,4.609,6.215,3.150,0.631,0.464,1.650,0.051,1.239,0.085,1.472,1.272,0.298,4.708,1.555,2.680,3.121,3.273,2.321
Positive,1093.790496,37.56468185,0.503,0.908,1.469,0.543,1.578,1.223,0.698,1.268,0.709,1.103,0.370,0.310,0.690,0.380,0.360,1.148,1.522,0.382,0.536,1.442,1.196,0.475,1.403,0.507,1.225,1.466,1.013,0.405,0.312,0.449,0.836,0.422,0.700,1.523,0.514,1.010,0.421,1.418,0.428,1.316
Positive,1085.268995,196.6152035,0.461,1.059,1.597,1.075,0.808,1.968,1.278,0.801,0.953,0.000,0.910,1.740,1.290,0.880,2.990,1.364,0.992,0.822,0.897,1.547,2.084,3.888,2.547,1.950,2.093,0.298,0.798,1.460,1.004,0.862,0.000,1.737,1.527,0.643,2.549,2.314,1.175,0.727,2.148,1.363
Positive,1067.58573,1239.040683,0.839,1.138,2.207,0.262,0.553,0.974,1.214,2.067,0.693,0.051,1.710,2.290,4.900,3.530,1.670,4.654,3.101,3.316,1.628,4.357,4.947,2.890,3.538,1.754,2.867,2.490,2.957,4.936,5.110,4.058,0.000,1.933,3.224,2.081,6.392,9.373,0.963,2.940,6.127,1.803
Positive,1063.449996,1239.155673,0.710,0.914,2.475,0.641,0.260,1.241,1.908,1.075,0.776,0.000,1.310,3.600,4.010,1.480,1.060,1.742,1.493,2.716,1.342,2.125,2.309,4.239,1.705,1.562,1.833,1.406,2.300,3.071,1.663,1.778,0.167,3.520,3.878,1.461,2.835,3.178,1.267,1.147,2.864,1.400
Positive,1055.622792,1239.270395,0.714,1.111,2.696,0.229,0.251,2.155,1.162,1.324,0.359,0.000,1.930,4.630,3.700,4.190,3.060,3.558,3.487,3.057,1.673,5.056,4.060,4.706,4.307,1.515,2.986,2.519,2.627,3.352,3.529,3.153,0.000,3.365,5.092,2.651,10.155,7.805,1.429,3.155,7.436,3.252
Positive,1054.621898,1238.910401,0.963,0.915,1.824,0.711,0.588,1.226,1.518,1.300,0.955,0.000,1.140,3.330,2.850,2.460,1.790,3.003,2.381,2.698,1.266,2.912,2.894,3.128,2.530,1.841,2.089,2.355,1.600,2.551,2.532,2.869,0.157,2.253,3.221,1.802,4.959,4.380,1.242,2.575,4.360,1.584
Positive,1053.619098,1238.828159,0.769,0.974,1.639,0.884,0.733,1.300,1.359,1.427,0.879,0.034,1.500,3.070,2.460,2.790,1.940,2.723,2.281,2.158,1.360,2.874,2.881,2.929,2.500,1.631,2.030,2.214,1.746,2.209,2.347,2.557,0.262,2.086,2.917,1.919,4.167,4.283,1.247,2.233,4.039,1.631
Positive,1052.617002,1238.878423,0.897,0.967,1.619,0.803,0.714,1.237,1.355,1.449,0.888,0.071,1.360,2.770,2.520,2.500,1.680,2.660,2.225,2.112,1.312,2.759,2.748,2.586,2.288,1.602,1.863,2.120,1.709,2.193,2.269,2.397,0.262,2.025,2.693,1.790,4.075,4.006,1.123,2.063,3.629,1.724
Positive,1051.6142,1238.878423,0.857,0.948,1.613,0.873,0.709,1.218,1.337,1.434,0.940,0.070,1.400,2.820,2.320,2.520,1.800,2.703,2.190,2.110,1.317,2.779,2.765,2.554,2.412,1.662,1.871,2.136,1.728,2.148,2.255,2.458,0.264,1.955,2.745,1.889,4.024,3.962,1.209,2.116,3.891,1.675
Positive,1049.649564,1238.744636,1.601,1.010,1.178,0.660,0.552,1.400,1.671,1.209,0.719,0.000,1.740,4.030,2.820,2.870,1.890,3.400,2.441,2.335,1.128,3.837,4.341,3.814,2.678,2.055,2.081,2.635,2.098,2.388,2.781,2.715,0.096,2.353,3.056,1.743,5.623,5.510,1.614,2.526,5.394,1.845
Positive,1049.109745,1238.907656,0.707,0.783,2.693,0.608,0.210,0.884,1.083,2.347,0.686,0.000,1.560,8.010,3.230,6.260,4.790,3.454,3.090,3.343,1.614,8.421,8.232,10.103,8.116,5.711,3.945,3.867,2.660,3.831,5.073,6.935,0.000,2.817,7.030,5.375,16.914,12.714,1.028,3.901,10.157,2.767
Positive,1048.658476,1238.909029,1.266,0.927,1.471,0.653,0.683,1.389,1.439,1.377,0.796,0.000,1.470,2.610,2.310,2.510,1.680,3.171,2.059,1.953,1.025,2.592,2.995,2.894,2.400,1.483,1.779,2.608,1.527,1.998,1.719,2.087,0.292,1.994,2.563,1.913,3.979,4.539,0.756,2.082,3.826,1.470
Positive,1047.661347,1238.914741,1.271,0.970,1.419,0.769,0.570,1.372,1.213,1.417,0.937,0.061,1.460,2.610,2.100,2.020,1.390,2.587,2.088,1.989,1.126,2.311,2.805,2.553,2.254,1.430,1.710,2.206,1.575,1.850,1.915,1.943,0.287,2.032,2.373,1.569,3.438,3.994,1.252,1.929,3.397,1.368
Positive,1046.658534,1238.878423,1.233,0.960,1.420,0.765,0.621,1.305,1.356,1.368,0.920,0.051,1.450,2.570,2.130,2.150,1.520,2.688,1.952,1.892,1.264,2.353,2.722,2.388,2.150,1.506,1.575,2.298,1.614,1.844,1.857,1.885,0.378,1.851,2.393,1.645,3.589,4.368,1.145,1.895,3.169,1.437
Positive,223.9884978,59.85650693,0.842,0.943,1.266,1.094,0.854,1.190,0.888,1.484,1.284,0.154,1.500,1.540,1.790,1.790,2.050,1.595,1.898,1.787,1.729,1.740,1.834,2.385,2.210,2.266,1.453,1.517,1.195,1.564,1.747,1.544,0.563,2.143,2.146,1.812,2.428,1.725,1.430,1.832,2.560,1.488
Positive,1043.12908,38.58203677,1.263,0.328,0.845,1.089,1.475,1.070,0.988,0.853,1.166,0.922,1.130,1.530,0.770,0.850,0.800,1.220,0.727,0.957,1.045,0.408,0.450,0.311,0.290,0.299,0.872,0.274,0.337,1.064,1.269,0.453,0.989,1.227,1.134,0.190,0.982,1.198,1.132,1.232,1.025,1.025
Positive,1036.798319,39.14218425,0.998,1.105,0.396,1.158,1.343,0.731,0.344,1.267,0.807,1.851,1.570,1.550,1.580,0.480,2.230,1.285,1.944,1.302,0.449,1.411,2.364,2.991,0.812,2.266,2.588,1.143,0.626,1.392,0.714,1.303,2.264,1.068,1.275,1.853,0.501,2.444,0.662,1.805,1.532,1.871
Positive,1035.530864,1101.906011,0.640,0.901,1.171,1.378,0.909,1.092,1.660,1.594,0.654,0.000,1.120,3.390,2.730,2.670,2.370,3.096,2.329,2.144,1.385,3.132,2.899,2.534,2.495,1.218,2.525,2.095,1.957,2.680,3.068,1.923,0.013,2.359,2.589,2.467,4.048,4.243,1.057,2.417,5.373,1.597
Positive,1035.030649,1102.019964,0.617,1.108,1.646,1.062,0.567,0.976,1.521,1.838,0.663,0.003,1.430,2.480,2.200,2.050,1.300,2.628,1.098,2.066,1.398,3.390,2.183,2.715,2.498,1.228,1.714,1.247,1.728,2.560,2.082,2.552,0.455,1.743,2.436,1.648,4.699,3.226,1.019,2.021,4.452,2.064
Positive,1034.528193,1101.909864,0.773,0.899,1.704,0.995,0.630,0.704,1.295,1.966,1.035,0.000,1.560,2.820,2.030,2.050,2.130,2.709,2.397,2.012,1.325,3.554,2.847,2.646,2.065,1.790,2.201,1.995,1.591,1.461,2.270,2.580,0.042,2.820,2.762,2.009,4.966,3.986,1.516,2.100,4.800,1.577
Positive,1031.637288,1238.828159,0.602,0.848,1.623,1.333,0.594,0.940,1.677,1.734,0.649,0.000,1.160,4.150,3.490,3.290,1.950,3.665,2.883,2.808,1.712,4.236,2.640,3.479,2.877,1.588,1.852,2.492,2.162,3.084,2.838,3.759,0.064,2.790,3.255,2.159,5.885,4.888,0.991,2.129,5.236,2.215
Positive,1030.634605,1238.794196,0.567,1.045,1.836,0.976,0.576,0.983,1.506,1.457,0.979,0.076,1.000,3.180,2.620,2.700,1.790,2.638,2.323,2.305,1.321,3.028,2.688,2.767,2.271,1.251,1.913,2.080,2.066,2.540,2.376,2.568,0.129,2.108,2.810,1.927,4.517,4.369,1.324,2.338,4.417,1.566
Positive,1029.631375,1238.788167,0.771,0.956,1.649,0.928,0.695,1.184,1.233,1.599,0.970,0.014,1.450,2.950,2.280,2.960,1.850,2.613,2.273,2.266,1.380,2.983,2.889,2.826,2.726,1.710,2.032,1.964,1.747,2.295,2.460,2.577,0.273,2.049,2.853,1.750,4.640,4.157,1.232,2.193,4.349,1.768
Positive,1011.620901,1238.906682,0.691,1.095,2.275,0.630,0.310,1.519,1.143,1.397,0.942,0.000,0.740,3.510,2.900,2.270,1.990,4.530,2.197,2.751,0.906,3.759,2.648,3.441,1.754,1.283,1.874,2.618,2.764,2.912,2.635,3.307,0.052,2.072,3.841,1.581,4.724,5.268,1.150,2.479,5.186,2.159
Positive,1010.798841,40.23654491,1.186,0.723,1.296,0.650,1.146,1.590,0.764,1.280,0.871,0.495,0.700,0.600,0.880,0.370,1.400,0.535,0.842,0.399,1.319,0.905,0.794,0.708,0.580,0.948,0.878,0.734,0.694,1.969,0.720,0.805,0.731,0.309,0.233,0.251,0.281,1.552,0.863,0.925,0.622,0.680
Positive,221.0919147,105.6031077,1.141,0.828,1.700,0.576,0.755,2.070,1.601,0.774,0.555,0.000,0.990,3.090,2.700,2.060,2.760,2.410,2.822,3.252,1.778,3.266,2.410,2.780,1.940,2.942,3.198,1.527,1.475,1.678,2.255,2.718,0.839,2.304,2.758,2.765,4.568,4.363,1.091,2.556,4.422,2.035
Positive,982.8188587,35.31028286,0.474,1.330,0.594,1.699,0.903,0.509,1.223,0.888,0.672,1.708,0.760,0.250,0.780,0.340,0.340,1.107,0.746,1.187,0.544,1.048,0.484,0.983,0.558,0.917,0.681,1.365,1.295,1.047,0.390,0.178,0.628,1.151,0.598,0.074,0.631,0.835,1.345,0.357,0.561,0.329
Positive,960.5702912,1730.620683,0.000,2.256,1.275,1.372,0.097,0.841,1.162,1.316,1.675,0.007,0.720,1.940,3.640,0.990,2.350,2.913,0.899,1.837,0.923,3.513,4.451,1.892,4.414,3.325,3.992,2.256,0.644,0.830,0.945,2.197,0.907,1.083,5.087,3.414,1.049,2.405,3.203,3.673,3.054,1.069
Positive,959.5667818,1729.954129,0.000,1.679,1.860,1.233,0.227,0.591,0.807,1.328,2.274,0.000,1.230,0.860,1.130,0.970,2.850,1.325,3.765,0.590,1.012,1.197,1.327,0.839,0.507,0.703,2.694,0.719,1.689,3.091,1.621,2.811,1.866,3.223,2.650,3.042,1.800,0.769,2.665,0.665,1.041,2.795
Positive,954.6111916,1729.997177,0.002,0.895,2.078,1.988,0.037,0.545,2.127,0.548,1.780,0.000,2.390,1.860,1.040,1.820,1.820,0.887,1.414,1.924,2.500,2.267,2.449,2.038,1.598,1.712,2.302,2.464,1.841,2.169,0.279,1.638,0.445,2.951,0.940,0.721,1.433,2.262,2.143,1.924,1.632,0.839
Positive,953.2322005,341.4652252,0.619,1.129,0.962,0.957,1.334,1.184,1.008,1.380,1.097,0.330,1.010,0.870,1.060,0.860,0.610,0.513,0.304,0.549,0.307,0.606,0.877,1.015,0.777,0.914,0.802,0.875,0.516,0.888,0.898,0.917,0.208,0.980,0.852,0.804,0.433,0.829,0.751,0.801,0.715,1.082
Positive,952.8206746,37.74763608,1.503,1.436,0.349,0.554,1.159,0.880,2.246,0.478,0.708,0.687,0.560,2.270,1.910,0.500,1.350,0.782,1.536,1.024,0.940,1.936,2.187,2.235,2.537,1.083,0.859,0.449,1.582,1.485,1.898,1.020,0.573,2.291,2.005,0.608,2.561,2.315,2.119,2.102,2.504,1.365
Positive,952.7310384,341.3171008,0.679,1.106,1.023,0.885,1.307,1.238,1.169,1.267,1.041,0.285,0.890,0.820,1.060,0.860,0.370,0.571,0.271,0.526,0.356,0.459,0.787,0.987,0.910,0.725,0.794,0.656,0.559,0.765,1.120,0.794,0.216,0.906,0.794,0.742,0.760,0.974,0.904,0.842,0.789,1.006
Positive,949.6061157,1203.42071,0.320,1.326,2.275,0.579,0.501,1.280,0.725,2.358,0.637,0.000,1.700,1.360,1.480,1.650,3.160,4.141,1.175,5.063,2.320,4.126,3.947,4.684,3.378,2.147,3.071,2.086,1.311,2.072,3.055,2.111,0.068,4.066,2.985,2.728,8.067,5.101,1.174,1.540,5.834,1.098
Positive,946.1493622,38.17772205,1.171,1.879,1.011,0.597,0.342,0.463,0.517,0.432,0.849,2.739,2.930,2.130,1.680,2.550,1.990,1.059,0.331,1.983,1.960,0.614,0.951,0.757,2.119,0.543,2.108,0.989,1.391,2.396,2.017,0.368,3.262,3.709,2.554,0.794,0.791,2.003,1.306,1.944,1.766,2.407
Positive,930.1564775,38.93226233,1.227,0.990,0.668,0.974,1.141,0.846,0.916,1.072,1.078,1.087,1.240,0.870,0.500,1.100,0.830,0.963,0.687,1.174,0.994,1.040,0.928,1.081,1.037,0.960,0.927,0.652,0.724,0.264,0.372,0.342,0.976,1.010,0.659,0.966,0.621,1.162,0.386,0.756,0.592,0.620
Positive,123.100109,195.2864794,0.829,1.409,1.351,0.415,0.995,0.925,2.218,1.017,0.773,0.067,0.920,1.750,1.350,1.530,1.470,1.592,0.761,1.349,0.690,2.133,2.507,2.402,2.244,3.249,2.184,1.165,0.775,1.272,1.012,1.758,0.592,1.467,1.607,1.744,2.600,1.405,1.460,0.984,2.609,1.605
Positive,928.6279384,1203.461668,0.417,0.898,2.840,0.496,0.350,0.357,0.367,3.182,1.094,0.000,1.990,2.930,1.970,4.340,3.610,6.428,3.329,9.158,3.128,9.484,9.826,10.291,9.188,5.876,5.303,4.530,2.034,2.480,4.111,3.560,0.000,6.793,7.177,3.899,21.771,9.947,1.608,3.060,9.773,0.616
Positive,927.624971,1203.486972,0.630,0.899,2.586,0.399,0.486,1.057,0.921,1.910,1.111,0.000,1.640,1.930,1.630,3.230,3.010,4.212,2.702,8.030,2.461,7.076,4.670,3.924,4.169,2.389,2.826,3.622,2.017,2.090,3.359,2.469,0.000,3.351,3.338,2.753,9.574,5.203,1.153,1.681,6.132,1.175
Positive,921.6069543,1203.523937,0.316,0.619,3.139,0.047,0.878,0.719,1.214,2.224,0.843,0.000,0.910,2.340,2.180,4.090,3.720,4.352,3.301,7.616,3.163,10.021,3.410,4.372,3.978,2.208,2.281,3.620,1.923,2.459,3.245,3.990,0.000,3.245,5.127,2.162,9.828,4.936,0.615,1.862,7.125,1.355
Positive,905.2528509,326.1513705,0.000,0.000,0.000,1.186,3.814,0.410,0.608,3.528,0.454,0.000,0.240,0.000,0.000,0.000,0.060,0.000,0.412,2.974,0.000,0.000,0.571,0.000,0.000,0.000,0.000,1.514,8.323,0.959,0.649,1.168,0.000,0.000,0.375,1.865,4.802,1.147,0.048,2.281,0.000,0.204
Positive,871.3565228,463.0472609,0.751,0.804,2.329,0.706,0.410,0.750,1.952,0.780,1.517,0.000,0.750,2.140,1.040,0.970,1.000,2.167,3.457,7.039,3.596,4.454,2.292,2.961,2.888,5.315,1.987,3.796,1.115,0.894,1.670,2.032,0.943,3.213,4.406,3.370,7.878,3.237,1.023,2.108,3.961,2.027
Positive,869.3428211,491.2496548,0.688,1.093,2.109,0.409,0.701,1.140,1.385,1.606,0.869,0.000,1.860,3.380,2.190,3.330,2.860,4.844,5.697,8.446,4.453,4.533,1.680,2.840,3.436,3.096,1.159,3.283,2.874,2.829,2.283,1.534,0.246,1.801,4.542,3.134,5.300,4.138,1.601,2.367,5.021,1.379
Positive,859.1146883,70.90796225,0.939,0.419,1.384,1.831,0.427,1.080,1.665,1.221,0.952,0.082,0.980,1.060,1.720,0.800,1.040,0.296,1.029,0.730,0.351,0.296,0.252,0.767,0.981,1.121,1.257,0.167,0.410,0.167,0.755,0.582,0.111,0.900,0.996,0.325,0.390,0.838,1.746,1.623,2.600,1.247
Positive,856.3284106,409.7118537,0.041,0.935,2.280,0.962,0.781,0.492,1.435,1.911,1.161,0.000,0.810,2.670,2.270,3.540,3.250,1.427,4.869,6.464,6.278,7.354,1.506,3.027,2.992,5.197,4.242,1.854,2.173,2.020,2.682,3.798,0.359,3.161,5.576,3.579,7.782,1.886,1.766,2.507,9.006,1.922
Positive,855.3269832,409.6398878,0.110,0.583,2.279,0.732,1.296,0.812,1.205,1.508,1.362,0.114,0.460,2.070,1.830,2.050,3.470,1.776,2.298,5.304,2.848,4.134,1.460,1.994,3.017,2.443,2.375,1.088,1.253,1.577,2.776,1.972,0.212,2.683,3.150,3.409,6.871,2.163,1.302,2.413,5.088,2.119
Positive,837.3168295,552.4401963,0.645,1.425,1.477,0.900,0.554,1.381,1.262,1.481,0.875,0.000,1.470,1.400,2.010,1.740,1.990,2.746,3.323,4.612,4.165,3.849,2.493,1.439,3.134,2.125,2.337,1.934,1.664,2.064,2.565,2.233,0.058,1.535,4.276,2.257,5.046,3.131,1.042,1.413,3.873,0.947
Positive,836.535785,1217.625249,0.708,1.524,2.166,0.440,0.162,1.344,1.195,1.296,1.165,0.000,1.570,3.030,2.270,2.620,2.250,3.256,1.970,4.634,2.594,3.444,3.881,4.224,3.702,1.225,2.115,3.812,1.665,2.022,3.130,4.465,0.000,3.075,2.794,2.419,6.828,5.249,1.284,2.230,6.788,1.216
Positive,828.4931467,1605.175707,1.194,1.327,1.414,0.739,0.326,1.361,1.207,1.316,1.035,0.081,0.920,1.830,1.420,0.400,1.410,2.134,0.591,1.577,0.637,2.209,1.876,2.161,1.831,1.648,2.096,1.570,1.500,1.722,2.236,1.762,0.453,1.968,1.609,1.391,1.902,2.735,1.261,2.466,2.154,1.550
Positive,823.0600753,335.997504,1.226,0.642,1.289,1.326,0.517,1.502,0.777,1.636,1.086,0.000,0.970,1.630,1.840,2.670,1.810,1.680,1.651,1.433,2.038,1.883,2.235,2.258,2.464,2.148,1.591,1.068,0.771,0.745,1.656,1.049,0.000,1.231,1.867,1.349,3.266,2.422,1.094,2.041,2.508,1.905
Positive,821.1594853,72.75449825,2.133,0.134,0.657,0.000,2.075,0.985,0.200,1.560,1.631,0.624,0.930,2.170,0.920,1.580,0.030,0.396,0.133,0.613,0.118,0.000,0.046,0.000,1.292,1.437,0.112,0.234,0.000,0.000,1.043,1.375,0.670,0.000,0.300,0.000,0.037,0.576,1.220,4.615,0.438,1.407
Positive,811.4949561,1615.393754,0.384,0.000,1.356,1.363,1.897,0.338,1.328,1.815,1.502,0.017,2.030,0.760,1.280,0.720,1.410,1.232,1.523,3.616,1.003,1.551,0.298,2.651,0.600,1.575,0.576,3.280,4.593,1.577,2.905,3.414,0.457,0.234,2.326,1.353,1.286,1.457,1.005,1.477,1.656,0.561
Positive,807.2825775,343.5818034,1.327,0.620,1.624,0.810,0.618,1.188,1.366,1.522,0.914,0.009,1.510,1.750,2.100,1.760,1.110,2.585,2.600,2.301,2.113,1.974,2.677,2.148,1.812,1.417,1.707,1.300,1.220,1.818,1.457,1.537,1.601,2.314,1.686,1.847,2.176,3.182,1.101,1.815,2.604,1.812
Positive,806.8345741,39.81351934,1.128,1.033,0.745,1.153,0.941,0.467,1.551,0.544,1.584,0.854,1.130,1.130,1.410,1.230,1.080,0.430,0.303,1.152,0.370,1.277,0.950,1.472,0.478,2.034,1.860,0.301,0.264,0.193,0.544,1.006,1.460,0.958,1.735,0.423,0.953,0.391,0.426,0.933,1.398,1.638
Positive,798.2235284,430.5538147,0.665,1.132,1.084,0.585,1.532,0.728,0.823,1.338,2.111,0.000,1.050,0.530,4.300,10.350,6.580,1.830,0.922,25.882,11.202,2.097,2.056,3.829,4.058,2.549,1.585,6.118,0.660,1.146,0.744,3.811,0.000,0.590,2.618,2.281,2.213,0.508,0.306,0.554,0.930,1.428
Positive,797.2203609,430.1671821,0.805,1.152,1.210,0.702,1.130,0.655,0.885,1.275,2.186,0.000,0.960,0.320,3.770,8.880,6.290,1.569,1.102,21.354,8.372,2.664,1.928,3.812,3.254,2.345,1.314,4.997,0.700,0.980,0.841,3.399,0.058,0.541,2.160,1.709,2.199,0.705,0.374,0.505,0.697,1.097
Positive,205.0965794,221.6296024,0.759,1.612,1.901,0.423,0.305,1.180,1.326,1.201,1.207,0.086,1.470,2.790,2.770,4.360,3.560,2.931,2.235,4.710,1.830,3.540,4.461,4.151,4.376,1.517,2.772,2.268,1.359,2.712,2.452,1.489,0.947,3.420,4.972,3.448,4.326,5.176,1.869,3.062,5.246,2.803
Positive,792.4518915,1239.073447,0.545,0.722,1.640,1.160,0.933,1.982,0.742,1.820,0.456,0.000,1.450,3.590,3.100,3.470,2.560,2.989,3.667,2.020,1.421,3.207,2.057,3.430,2.194,2.068,1.581,2.173,2.031,2.713,2.266,2.120,0.164,2.036,2.015,1.779,5.404,2.896,1.734,2.529,5.041,1.678
Positive,791.9518875,1238.968482,0.767,0.746,2.055,0.696,0.737,1.209,1.127,1.680,0.966,0.018,1.580,3.580,2.560,1.940,2.270,2.704,1.960,2.220,1.542,3.564,2.899,3.046,2.625,2.152,2.119,2.205,1.894,1.976,1.668,2.542,0.068,1.379,2.112,2.200,5.319,4.422,0.928,1.762,4.691,1.926
Positive,791.4505087,1238.910401,0.739,0.865,1.887,0.733,0.776,1.106,1.420,1.710,0.723,0.041,1.530,3.110,2.670,2.780,2.020,2.895,1.951,2.423,1.359,3.270,2.713,3.279,2.357,2.193,2.678,1.975,1.682,1.749,2.306,2.740,0.095,2.384,3.222,2.356,4.954,3.835,1.351,2.399,4.572,2.007
Positive,791.3819619,971.1391001,2.309,0.853,1.131,0.430,0.278,0.888,1.288,1.581,1.242,0.000,0.750,0.630,0.840,0.900,0.170,0.920,0.459,0.422,0.640,0.370,0.551,0.453,0.511,0.664,0.140,0.585,0.557,0.278,0.251,0.388,0.000,0.119,0.418,0.531,0.977,0.436,0.447,0.526,0.072,0.109
Positive,790.3778914,971.194323,2.119,1.022,1.054,0.443,0.362,1.180,1.434,1.673,0.683,0.031,0.850,1.190,1.010,0.950,0.270,0.994,0.334,0.622,0.571,0.458,0.544,0.685,0.537,0.801,0.272,0.510,0.638,0.365,0.310,0.534,0.006,0.175,0.464,0.390,0.950,0.640,0.696,0.136,0.202,0.153
Positive,787.1731795,335.6244179,0.717,1.208,1.589,0.561,0.926,2.287,0.524,1.288,0.901,0.000,1.270,2.490,1.850,1.760,2.160,2.531,1.249,1.088,1.055,1.391,2.772,2.243,2.529,1.765,1.398,1.583,1.315,1.216,1.839,1.332,0.042,1.254,1.408,1.160,4.322,3.201,1.245,1.796,3.698,1.114
Positive,775.2392776,430.3489806,0.369,0.896,0.877,1.444,1.414,0.248,1.224,1.387,2.141,0.000,0.450,0.110,5.650,15.260,14.070,1.246,0.754,49.435,15.831,4.892,2.596,7.650,4.825,4.942,2.709,4.931,0.678,0.838,1.159,4.364,0.000,0.724,4.135,4.160,3.893,0.387,0.269,0.002,0.470,2.070
